verantwoordelijke,000,10,100,11,12,13,14,15,16,17,18,19,20,2010,2011,2015,2016,2017,2018,2019,2020,2021,2025,21,22,23,24,25,26,27,28,29,30,31,32,35,40,50,59,60,61,62,63,64,65,66,67,68,69,70,aan,aanpak,aantal,advies,af,al,alle,alleen,als,and,andere,antwoord,artikel,basis,bedrijven,belang,betreft,bij,bijlage,bijvoorbeeld,binnen,brief,daarbij,daarnaast,dan,data,datum,deel,den,deze,die,dit,doen,door,dus,eerste,eigen,er,eu,euro,europese,extra,figuur,financiële,for,gaan,gaat,gebruik,geeft,geen,gegevens,geldt,gemaakt,gemeenten,geval,geven,goed,grond,grote,haag,hebben,heeft,hier,hierbij,hoe,https,huidige,hun,ii,ik,indien,informatie,ja,jaar,jaren,kabinet,kader,kamer,kan,kenmerk,km,knooppunt,komen,komt,kosten,kunnen,leden,lid,maar,maatregelen,maken,mbo,meer,mensen,met,miljoen,minder,minister,ministerie,moet,moeten,mogelijk,na,naar,nederland,nederlandse,nemen,niet,nieuwe,nl,nodig,nog,nr,nu,of,om,omdat,on,onder,onderdeel,onderwijs,onderzoek,ontwikkeling,onze,ook,op,opgenomen,over,overige,pagina,partijen,per,periode,personen,problemen,programma,raad,rapport,regeling,regio,respondenten,resultaten,risico,rws,samen,samenwerking,scholen,sector,sprake,staat,tabel,te,ten,the,to,toe,tot,totaal,tussen,twee,tweede,uit,uw,vanuit,veel,verder,verschillende,via,voor,vraag,vragen,waar,waarbij,waarin,was,wat,we,wel,welke,werd,werken,wet,worden,wordt,www,zaken,zal,ze,zich,zie,zien,zij,zijn,zo,zoals,zorg,zou,zowel,zullen,één
Onbekend,0.0,3.6666666666666665,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,5.666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,3.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,19.0,0.6666666666666666,4.0,0.6666666666666666,0.6666666666666666,4.666666666666667,6.0,1.6666666666666667,12.0,0.0,5.333333333333333,1.3333333333333333,0.0,2.0,0.3333333333333333,3.0,2.3333333333333335,23.0,4.333333333333333,3.3333333333333335,4.666666666666667,2.6666666666666665,3.6666666666666665,2.0,9.666666666666666,0.0,5.0,3.0,2.3333333333333335,11.333333333333334,15.0,11.666666666666666,1.0,15.666666666666666,1.0,0.6666666666666666,1.0,14.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.0,6.0,6.0,1.0,0.6666666666666666,5.333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,4.333333333333333,0.6666666666666666,3.3333333333333335,5.0,0.6666666666666666,3.3333333333333335,2.3333333333333335,5.666666666666667,23.0,2.0,1.3333333333333333,12.666666666666666,0.0,1.3333333333333333,3.6666666666666665,0.0,36.666666666666664,4.0,1.0,11.0,5.333333333333333,1.0,1.0,1.6666666666666667,5.0,7.333333333333333,0.3333333333333333,0.0,0.0,2.6666666666666665,2.6666666666666665,0.0,7.333333333333333,0.0,0.6666666666666666,4.0,0.3333333333333333,4.666666666666667,0.0,6.666666666666667,1.6666666666666667,42.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.3333333333333333,3.3333333333333335,2.3333333333333335,12.0,4.0,13.333333333333334,0.3333333333333333,0.6666666666666666,1.0,15.666666666666666,5.666666666666667,4.0,2.6666666666666665,5.333333333333333,1.3333333333333333,3.6666666666666665,26.666666666666668,25.666666666666668,1.3333333333333333,0.0,3.0,5.666666666666667,43.666666666666664,2.6666666666666665,0.3333333333333333,5.0,19.333333333333332,44.0,1.6666666666666667,18.666666666666668,0.3333333333333333,5.0,0.6666666666666666,5.666666666666667,2.3333333333333335,3.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,4.333333333333333,0.0,0.0,0.3333333333333333,0.0,3.0,4.0,13.666666666666666,0.0,1.0,1.6666666666666667,0.0,41.0,1.6666666666666667,0.0,0.0,1.3333333333333333,6.666666666666667,0.0,7.0,2.0,4.333333333333333,5.666666666666667,25.666666666666668,0.6666666666666666,8.666666666666666,3.0,1.0,1.0,36.666666666666664,3.3333333333333335,8.333333333333334,3.0,0.3333333333333333,0.6666666666666666,6.666666666666667,8.0,1.0,3.6666666666666665,3.0,6.0,3.3333333333333335,1.0,17.0,17.333333333333332,1.0,1.6666666666666667,3.0,4.333333333333333,5.333333333333333,1.0,1.3333333333333333,5.333333333333333,14.666666666666666,7.333333333333333,3.3333333333333335,1.6666666666666667,7.0,1.6666666666666667,0.6666666666666666,3.6666666666666665
ministerie van Algemene Zaken,0.6,0.8,0.0,0.4,0.0,1.4,0.4,1.2,0.2,0.2,0.4,0.8,1.6,0.0,0.0,0.0,0.8,0.0,0.6,7.0,1.6,0.0,0.0,0.4,0.8,0.2,0.2,0.2,0.0,0.4,0.2,0.6,0.4,1.6,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,2.8,0.0,0.2,0.0,0.6,0.2,0.8,0.0,3.8,13.8,2.8,0.0,2.6,2.2,0.0,1.8,0.2,4.0,2.4,0.0,1.2,0.0,0.8,0.4,0.4,0.0,1.2,0.6,2.2,4.0,5.2,2.4,0.6,1.4,0.0,1.2,0.4,0.2,0.4,0.0,0.0,0.4,0.0,9.4,5.4,0.6,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.2,0.0,2.2,4.2,1.2,0.0,0.0,0.0,0.0,0.0,0.2,0.6,1.2,0.2,3.8,0.0,0.0,0.0,0.2,0.4,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.4,0.2,2.0,0.2,0.0,0.2,0.0,0.6,0.0,4.8,0.0,0.0,4.2,4.4,0.0,0.0,0.4,0.2,1.6,0.2,0.6,0.2,5.2,0.0,0.6,0.2,0.0,0.4,0.0,16.6,0.8,0.0,1.2,1.2,2.0,0.0,2.4,0.2,6.6,0.6,7.6,3.6,5.4,0.6,0.2,0.0,0.6,0.6,0.0,0.0,0.0,0.0,1.4,0.8,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.4,2.8,0.6,24.0,9.4,0.0,1.6,0.4,0.2,0.0,1.0,3.6,0.2,0.6,0.0,0.4,0.2,0.8,6.8,0.0,0.0,0.2,0.6,0.0,1.4,0.4,4.6,0.4,0.0,0.0,0.0,0.4,0.8,1.6,0.6,6.0,0.0,0.0,0.0,0.2,0.0,0.0,6.8,0.0,0.2,0.0,0.0,0.0,0.2,0.0
"ministerie van Algemene Zaken,ministerie van Economische Zaken en Klimaat",0.0,17.0,0.0,17.0,23.0,12.0,11.0,10.0,20.0,7.0,9.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,7.0,10.0,7.0,7.0,9.0,9.0,10.0,7.0,9.0,5.0,8.0,4.0,7.0,4.0,8.0,2.0,3.0,0.0,5.0,6.0,6.0,8.0,3.0,2.0,8.0,5.0,41.0,0.0,23.0,0.0,1.0,14.0,2.0,0.0,21.0,3.0,17.0,6.0,0.0,7.0,3.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,1.0,1.0,9.0,0.0,1.0,5.0,0.0,6.0,11.0,11.0,36.0,18.0,3.0,16.0,3.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,9.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,10.0,1.0,0.0,5.0,0.0,3.0,5.0,0.0,38.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,3.0,18.0,4.0,0.0,4.0,26.0,41.0,0.0,7.0,0.0,0.0,5.0,1.0,4.0,39.0,4.0,3.0,0.0,2.0,47.0,1.0,1.0,0.0,6.0,0.0,2.0,26.0,31.0,3.0,0.0,6.0,2.0,0.0,7.0,0.0,0.0,26.0,41.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,5.0,0.0,46.0,6.0,3.0,0.0,1.0,3.0,1.0,5.0,4.0,26.0,14.0,0.0,0.0,3.0,0.0,1.0,2.0,63.0,1.0,0.0,1.0,2.0,0.0,0.0,15.0,10.0,6.0,1.0,1.0,0.0,0.0,11.0,8.0,1.0,0.0,0.0,7.0,5.0,0.0,4.0,6.0,15.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0
ministerie van Binnenlandse Zaken en Koninkrijksrelaties,15.014492753623188,22.695652173913043,10.072463768115941,11.173913043478262,9.53623188405797,8.81159420289855,10.391304347826088,12.36231884057971,6.6231884057971016,5.594202898550725,12.507246376811594,17.043478260869566,28.014492753623188,0.8405797101449275,1.9130434782608696,12.608695652173912,4.246376811594203,11.159420289855072,28.956521739130434,34.768115942028984,18.246376811594203,3.927536231884058,0.2028985507246377,7.449275362318841,5.797101449275362,5.101449275362318,4.7101449275362315,6.869565217391305,3.652173913043478,4.130434782608695,4.27536231884058,3.9420289855072466,9.72463768115942,5.028985507246377,2.6231884057971016,14.347826086956522,7.3768115942028984,13.695652173913043,0.7391304347826086,4.115942028985507,0.7681159420289855,1.391304347826087,0.9565217391304348,0.855072463768116,1.9565217391304348,0.7391304347826086,1.3043478260869565,2.318840579710145,1.289855072463768,4.492753623188406,32.89855072463768,2.608695652173913,6.188405797101449,1.3768115942028984,1.681159420289855,3.391304347826087,5.6521739130434785,4.260869565217392,17.08695652173913,1.2608695652173914,6.391304347826087,1.4492753623188406,4.594202898550725,4.36231884057971,0.8840579710144928,1.9420289855072463,4.3478260869565215,23.753623188405797,3.101449275362319,2.101449275362319,4.0144927536231885,8.18840579710145,2.3333333333333335,2.710144927536232,13.289855072463768,0.5362318840579711,2.0,3.463768115942029,4.086956521739131,18.507246376811594,21.07246376811594,18.82608695652174,2.36231884057971,17.08695652173913,2.347826086956522,7.0144927536231885,3.0579710144927534,14.115942028985508,0.9130434782608695,1.1014492753623188,1.2753623188405796,2.5217391304347827,2.579710144927536,3.246376811594203,0.8985507246376812,2.9565217391304346,2.8260869565217392,4.072463768115942,2.0579710144927534,13.08695652173913,4.173913043478261,3.681159420289855,4.666666666666667,8.594202898550725,1.434782608695652,2.536231884057971,2.5072463768115942,8.318840579710145,2.2753623188405796,2.9130434782608696,9.594202898550725,9.884057971014492,1.8695652173913044,1.9710144927536233,3.8115942028985508,12.565217391304348,2.1159420289855073,4.27536231884058,15.927536231884059,5.449275362318841,4.3768115942028984,4.869565217391305,1.6521739130434783,7.971014492753623,2.0144927536231885,1.5507246376811594,2.5942028985507246,32.01449275362319,8.36231884057971,3.739130434782609,0.014492753623188406,0.014492753623188406,2.869565217391304,1.9275362318840579,4.449275362318841,8.289855072463768,6.086956521739131,4.942028985507246,4.768115942028985,2.4782608695652173,4.463768115942029,0.14492753623188406,7.681159420289855,2.2318840579710146,41.3768115942029,1.0579710144927537,1.9710144927536233,10.579710144927537,5.0144927536231885,2.6231884057971016,2.9565217391304346,4.449275362318841,3.5072463768115942,15.478260869565217,3.391304347826087,2.101449275362319,2.0434782608695654,24.434782608695652,5.260869565217392,16.89855072463768,2.5072463768115942,5.260869565217392,26.47826086956522,1.8405797101449275,21.17391304347826,24.82608695652174,2.449275362318841,1.0579710144927537,8.884057971014492,1.6956521739130435,0.8985507246376812,10.681159420289855,2.289855072463768,3.9130434782608696,13.63768115942029,53.7536231884058,3.217391304347826,20.840579710144926,4.173913043478261,3.0579710144927534,2.6666666666666665,12.057971014492754,1.463768115942029,0.7101449275362319,0.5362318840579711,2.8260869565217392,2.739130434782609,2.536231884057971,1.2608695652173914,1.2463768115942029,0.9420289855072463,3.536231884057971,1.4927536231884058,0.18840579710144928,2.36231884057971,2.217391304347826,0.2608695652173913,1.0,1.8405797101449275,4.2898550724637685,6.594202898550725,59.333333333333336,5.6521739130434785,3.6231884057971016,1.855072463768116,8.217391304347826,13.130434782608695,9.347826086956522,4.521739130434782,2.101449275362319,22.695652173913043,11.0,3.2028985507246377,1.7826086956521738,2.5942028985507246,2.2318840579710146,2.9130434782608696,3.1594202898550723,66.10144927536231,5.869565217391305,4.130434782608695,3.550724637681159,2.1884057971014492,2.0869565217391304,2.6231884057971016,4.739130434782608,9.18840579710145,3.101449275362319,3.550724637681159,1.173913043478261,1.7971014492753623,5.840579710144928,22.681159420289855,21.942028985507246,4.36231884057971,6.927536231884058,6.115942028985507,1.565217391304348,3.0144927536231885,1.8115942028985508,2.2753623188405796,3.318840579710145,34.73913043478261,4.246376811594203,5.333333333333333,0.8405797101449275,2.8550724637681157,1.5797101449275361,1.8405797101449275,2.289855072463768
"ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ministerie van Justitie en Veiligheid,ministerie van Sociale Zaken en Werkgelegenheid,ministerie van Volksgezondheid, Welzijn en Sport",0.0,3.0,2.0,21.0,22.0,3.0,22.0,4.0,3.0,2.0,3.0,33.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,51.0,13.0,0.0,7.0,1.0,2.0,2.0,1.0,3.0,4.0,0.0,8.0,2.0,0.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6.0,7.0,29.0,1.0,20.0,4.0,3.0,25.0,0.0,26.0,0.0,4.0,6.0,2.0,7.0,2.0,56.0,2.0,10.0,2.0,7.0,16.0,7.0,18.0,0.0,20.0,2.0,3.0,78.0,58.0,35.0,2.0,34.0,6.0,8.0,3.0,33.0,6.0,0.0,4.0,15.0,0.0,7.0,0.0,16.0,21.0,20.0,3.0,9.0,5.0,4.0,9.0,37.0,6.0,8.0,7.0,8.0,4.0,3.0,9.0,32.0,12.0,3.0,15.0,1.0,5.0,9.0,23.0,0.0,3.0,5.0,0.0,8.0,2.0,155.0,4.0,7.0,47.0,0.0,0.0,0.0,7.0,1.0,6.0,35.0,0.0,0.0,6.0,9.0,17.0,0.0,24.0,1.0,98.0,11.0,0.0,7.0,2.0,10.0,8.0,14.0,6.0,28.0,12.0,6.0,11.0,34.0,5.0,5.0,9.0,13.0,21.0,4.0,26.0,100.0,3.0,0.0,17.0,5.0,1.0,2.0,1.0,21.0,57.0,102.0,3.0,53.0,1.0,20.0,17.0,10.0,2.0,6.0,3.0,2.0,3.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,5.0,16.0,0.0,2.0,0.0,4.0,0.0,132.0,9.0,0.0,0.0,0.0,35.0,0.0,4.0,2.0,9.0,18.0,5.0,6.0,7.0,7.0,10.0,9.0,155.0,1.0,5.0,7.0,4.0,2.0,0.0,3.0,2.0,7.0,9.0,1.0,10.0,14.0,70.0,49.0,2.0,9.0,38.0,10.0,14.0,1.0,3.0,7.0,39.0,16.0,29.0,11.0,1.0,4.0,4.0,4.0
"ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ministerie van Volksgezondheid, Welzijn en Sport",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ministerie van Buitenlandse Zaken,1.1063829787234043,2.9574468085106385,0.3191489361702128,3.297872340425532,3.382978723404255,1.851063829787234,1.574468085106383,1.7446808510638299,1.9574468085106382,1.6170212765957446,1.851063829787234,2.297872340425532,2.978723404255319,2.6382978723404253,4.468085106382978,1.7659574468085106,5.0212765957446805,7.957446808510638,25.127659574468087,10.382978723404255,5.276595744680851,0.6595744680851063,0.14893617021276595,1.6595744680851063,1.7234042553191489,1.9361702127659575,1.2340425531914894,1.8085106382978724,1.6170212765957446,2.1914893617021276,2.3404255319148937,1.851063829787234,1.553191489361702,2.6382978723404253,0.5106382978723404,0.40425531914893614,0.2553191489361702,0.40425531914893614,0.2765957446808511,0.2553191489361702,0.2127659574468085,0.19148936170212766,0.14893617021276595,0.1276595744680851,0.3191489361702128,0.10638297872340426,0.3404255319148936,0.2127659574468085,0.0851063829787234,0.425531914893617,17.25531914893617,0.723404255319149,2.1702127659574466,0.8085106382978723,0.6595744680851063,5.382978723404255,2.1702127659574466,0.9148936170212766,7.382978723404255,6.659574468085107,4.617021276595745,2.574468085106383,2.127659574468085,2.021276595744681,2.021276595744681,1.5319148936170213,1.702127659574468,10.914893617021276,1.0212765957446808,1.9787234042553192,1.8297872340425532,1.1702127659574468,0.9574468085106383,1.2765957446808511,3.148936170212766,0.2765957446808511,0.8936170212765957,1.425531914893617,1.9148936170212767,10.893617021276595,13.340425531914894,8.553191489361701,0.8297872340425532,14.042553191489361,0.44680851063829785,1.0212765957446808,0.8723404255319149,9.27659574468085,12.574468085106384,0.5531914893617021,3.6808510638297873,0.3617021276595745,0.1276595744680851,1.4893617021276595,3.106382978723404,1.2553191489361701,1.2553191489361701,1.8936170212765957,0.46808510638297873,4.680851063829787,0.7872340425531915,1.0425531914893618,1.0638297872340425,0.06382978723404255,0.9361702127659575,0.7021276595744681,0.9148936170212766,0.425531914893617,1.3191489361702127,1.7446808510638299,4.23404255319149,7.319148936170213,0.8085106382978723,1.702127659574468,1.4042553191489362,15.595744680851064,1.446808510638298,3.8085106382978724,0.8723404255319149,1.0851063829787233,0.7659574468085106,1.8085106382978724,0.6170212765957447,1.702127659574468,1.0,6.0212765957446805,1.4893617021276595,2.595744680851064,3.617021276595745,0.48936170212765956,0.0,0.0,1.446808510638298,0.5957446808510638,0.425531914893617,3.893617021276596,3.25531914893617,1.4893617021276595,2.9361702127659575,1.8297872340425532,2.0,0.0,4.148936170212766,0.7446808510638298,18.617021276595743,0.5319148936170213,0.6382978723404256,2.723404255319149,2.3404255319148937,1.6170212765957446,1.8297872340425532,2.0425531914893615,1.7872340425531914,7.0638297872340425,7.127659574468085,3.148936170212766,0.8723404255319149,12.46808510638298,2.9574468085106385,4.680851063829787,1.0638297872340425,3.0425531914893615,4.957446808510638,0.9361702127659575,19.893617021276597,12.914893617021276,0.9361702127659575,3.8297872340425534,6.361702127659575,0.8723404255319149,0.1702127659574468,0.8085106382978723,2.0851063829787235,2.276595744680851,9.46808510638298,31.170212765957448,0.7872340425531915,12.340425531914894,0.40425531914893614,3.3191489361702127,0.8297872340425532,1.5106382978723405,1.5106382978723405,1.8085106382978724,0.46808510638297873,0.7872340425531915,6.553191489361702,0.8297872340425532,0.2765957446808511,1.2127659574468086,0.02127659574468085,0.6595744680851063,2.0425531914893615,0.0,0.48936170212765956,2.297872340425532,0.10638297872340426,0.6595744680851063,1.127659574468085,1.4893617021276595,0.0,21.76595744680851,4.51063829787234,9.02127659574468,4.170212765957447,0.7021276595744681,12.340425531914894,0.3617021276595745,4.574468085106383,1.3829787234042554,1.2553191489361701,8.0,1.1063829787234043,0.8297872340425532,2.5531914893617023,1.0851063829787233,1.6382978723404256,2.382978723404255,36.212765957446805,2.25531914893617,2.6595744680851063,2.2127659574468086,1.0212765957446808,1.127659574468085,3.74468085106383,1.6170212765957446,1.0425531914893618,2.2127659574468086,2.1702127659574466,4.872340425531915,0.40425531914893614,0.851063829787234,11.340425531914894,7.0638297872340425,14.085106382978724,4.638297872340425,4.425531914893617,0.574468085106383,5.9361702127659575,3.0425531914893615,0.3617021276595745,2.9148936170212765,14.02127659574468,3.106382978723404,4.085106382978723,0.425531914893617,3.0,0.8297872340425532,1.3404255319148937,0.7446808510638298
"ministerie van Buitenlandse Zaken,ministerie van Defensie",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,11.0,9.0,4.0,1.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,6.0,17.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0
"ministerie van Buitenlandse Zaken,ministerie van Financiën",0.0,5.0,4.0,4.0,0.0,1.0,5.0,3.0,16.0,2.0,0.0,35.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,40.0,19.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,3.0,5.0,0.0,6.0,1.0,7.0,5.0,49.0,6.0,9.0,0.0,7.0,14.0,12.0,9.0,7.0,24.0,3.0,3.0,8.0,6.0,7.0,18.0,5.0,0.0,1.0,4.0,2.0,52.0,39.0,32.0,2.0,44.0,2.0,8.0,24.0,14.0,68.0,65.0,116.0,1.0,0.0,4.0,2.0,2.0,3.0,0.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,4.0,7.0,2.0,10.0,22.0,1.0,5.0,1.0,1.0,12.0,6.0,1.0,0.0,2.0,4.0,0.0,4.0,1.0,84.0,10.0,7.0,14.0,0.0,0.0,0.0,8.0,3.0,0.0,25.0,2.0,2.0,4.0,7.0,6.0,0.0,15.0,0.0,64.0,2.0,5.0,2.0,0.0,10.0,10.0,3.0,4.0,18.0,11.0,12.0,3.0,22.0,23.0,2.0,8.0,10.0,1.0,2.0,8.0,84.0,3.0,0.0,19.0,11.0,0.0,5.0,1.0,17.0,32.0,116.0,6.0,33.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,14.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,3.0,4.0,1.0,115.0,28.0,2.0,1.0,7.0,32.0,3.0,19.0,3.0,5.0,22.0,7.0,5.0,0.0,12.0,5.0,11.0,146.0,1.0,4.0,1.0,5.0,4.0,1.0,6.0,0.0,9.0,2.0,1.0,1.0,0.0,61.0,30.0,2.0,6.0,27.0,1.0,9.0,1.0,0.0,5.0,25.0,11.0,11.0,1.0,7.0,9.0,5.0,0.0
