,000,10,100,11,12,13,14,15,16,17,18,19,20,2010,2011,2015,2016,2017,2018,2019,2020,2021,2025,21,22,23,24,25,26,27,28,29,30,31,32,35,40,50,59,60,61,62,63,64,65,66,67,68,69,70,aan,aanpak,aantal,advies,af,al,alle,alleen,als,and,andere,antwoord,artikel,basis,bedrijven,belang,betreft,bij,bijlage,bijvoorbeeld,binnen,brief,daarbij,daarnaast,dan,data,datum,deel,den,deze,die,dit,doen,door,dus,eerste,eigen,er,eu,euro,europese,extra,figuur,financiële,for,gaan,gaat,gebruik,geeft,geen,gegevens,geldt,gemaakt,gemeenten,geval,geven,goed,grond,grote,haag,hebben,heeft,hier,hierbij,hoe,https,huidige,hun,ii,ik,indien,informatie,ja,jaar,jaren,kabinet,kader,kamer,kan,kenmerk,km,knooppunt,komen,komt,kosten,kunnen,leden,lid,maar,maatregelen,maken,mbo,meer,mensen,met,miljoen,minder,minister,ministerie,moet,moeten,mogelijk,na,naar,nederland,nederlandse,nemen,niet,nieuwe,nl,nodig,nog,nr,nu,of,om,omdat,on,onder,onderdeel,onderwijs,onderzoek,ontwikkeling,onze,ook,op,opgenomen,over,overige,pagina,partijen,per,periode,personen,problemen,programma,raad,rapport,regeling,regio,respondenten,resultaten,risico,rws,samen,samenwerking,scholen,sector,sprake,staat,tabel,te,ten,the,to,toe,tot,totaal,tussen,twee,tweede,uit,uw,vanuit,veel,verder,verschillende,via,voor,vraag,vragen,waar,waarbij,waarin,was,wat,we,wel,welke,werd,werken,wet,worden,wordt,www,zaken,zal,ze,zich,zie,zien,zij,zijn,zo,zoals,zorg,zou,zowel,zullen,één
542,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,1,0,2,0,1,0,0,1,4,1,1,4,0,0,1,1,1,2,0,0,1,0,4,9,5,5,0,5,0,0,0,3,0,0,0,0,0,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,3,4,1,10,0,1,0,0,0,2,0,7,0,0,0,1,0,3,0,2,1,4,0,0,1,0,0,1,0,0,0,2,2,0,0,1,10,0,0,2,2,1,0,0,1,5,3,0,0,3,2,1,0,1,1,1,0,8,0,0,1,1,0,2,3,1,2,10,0,4,1,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,3,1,0,4,0,0,0,12,1,0,0,0,3,1,0,1,1,3,1,0,1,2,0,0,17,0,0,0,1,0,2,0,0,0,0,0,1,0,4,3,1,2,0,0,1,0,0,1,5,1,1,0,0,1,0,0
544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,1,0,0,0,0,0,8,0,0,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,2,0,3,1,0,1,0,0,0,9,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2,1,2,0,4,6,1,0,1,4,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,2,1,0,1,0,0,1,2,0,0,0,1,0,7,0,0,2,1,1,1,0,0,0,0,0,0,2,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
546,0,1,0,2,0,1,2,1,0,1,1,4,0,0,1,0,0,0,0,0,4,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,1,3,4,2,5,3,7,0,6,8,0,1,5,21,0,5,5,0,3,2,6,8,2,0,0,19,26,14,0,15,0,4,0,13,53,1,12,0,0,8,0,2,5,5,0,7,5,1,2,0,0,0,2,2,1,0,2,12,0,2,3,11,7,1,0,0,1,4,0,3,0,45,2,0,8,0,0,0,4,0,0,8,0,5,4,17,6,0,9,1,24,1,0,0,3,3,8,6,1,4,1,2,6,19,7,12,6,6,4,2,11,34,3,1,7,1,0,0,2,0,14,74,1,9,0,0,0,0,0,0,0,4,6,1,0,0,0,1,1,0,0,4,0,2,1,2,0,60,14,1,0,1,11,0,4,0,1,7,0,0,4,4,1,4,88,0,4,5,1,1,0,3,0,10,1,0,1,0,28,15,0,1,16,0,10,1,3,0,25,5,6,0,1,0,0,2
547,0,7,3,3,8,4,2,3,4,10,3,1,13,11,28,0,0,0,0,0,0,0,0,3,1,4,5,8,2,2,0,0,5,12,0,10,0,0,0,0,0,0,0,2,4,0,0,0,0,0,51,0,0,0,12,1,1,3,23,0,7,0,0,1,0,0,3,42,11,0,2,17,1,1,7,0,1,20,4,39,43,39,1,38,10,1,0,24,0,0,2,6,28,4,0,4,7,0,8,10,0,0,4,0,4,3,1,1,1,4,4,27,3,1,17,0,5,0,2,1,0,1,2,4,2,0,1,2,22,2,0,0,8,6,3,3,8,0,3,0,2,0,4,0,29,0,1,16,0,4,6,5,7,25,0,14,2,29,7,1,6,17,4,5,11,30,2,0,1,0,0,3,3,0,18,95,0,15,2,1,1,5,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,6,105,0,48,14,0,0,1,20,2,8,4,2,23,1,1,0,2,1,6,98,0,24,4,1,1,8,18,0,3,3,0,0,0,15,31,1,3,7,1,7,11,2,4,24,11,8,0,7,2,1,2
549,0,196,2,72,19,22,23,41,14,33,3,8,12,1,0,1,1,35,303,5,0,0,0,32,8,19,12,8,6,12,4,10,19,11,8,0,1,45,0,3,0,0,0,0,0,0,0,1,0,1,385,19,57,9,9,13,84,7,97,0,47,0,69,46,0,5,44,295,39,21,112,52,8,44,64,0,74,52,0,292,167,307,19,101,9,41,36,184,1,0,0,12,0,0,0,20,43,26,34,57,26,8,23,0,8,72,43,21,7,0,141,246,25,22,27,3,6,28,28,60,11,73,1,20,7,0,6,16,34,90,0,0,31,38,1,50,8,43,25,27,22,0,32,0,405,0,2,0,29,31,32,20,35,102,0,0,15,217,47,57,52,102,0,30,188,167,23,18,88,6,1,108,9,26,143,687,16,214,10,70,1,121,17,0,9,8,62,11,0,15,0,13,2,0,11,13,1,0,10,29,0,326,43,13,0,12,108,21,34,89,34,112,118,32,21,38,57,38,490,25,61,34,13,8,39,37,24,41,34,2,46,20,53,58,56,20,14,22,72,17,25,176,310,60,32,187,10,31,7,49
550,4,16,3,4,9,7,6,14,5,8,7,3,5,6,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,7,0,3,0,164,6,6,4,0,10,11,14,74,1,19,0,159,13,16,32,9,108,0,5,13,5,7,2,23,0,1,8,0,100,137,61,21,98,5,52,4,47,0,0,0,5,0,1,0,10,18,4,3,20,88,15,5,0,18,8,2,27,3,0,30,47,8,7,5,0,4,10,10,0,15,25,0,1,3,1,7,7,42,0,0,0,3,6,0,32,1,85,9,8,8,0,5,1,117,0,3,22,4,12,5,10,8,13,7,4,1,83,0,3,7,9,7,3,124,80,16,0,19,21,0,14,0,12,40,171,23,42,1,0,11,2,4,13,0,0,3,6,13,0,0,0,3,0,1,2,0,1,15,4,0,143,23,0,0,8,48,3,7,7,36,22,0,5,1,2,4,9,175,4,1,6,3,10,3,9,0,8,8,1,3,58,126,127,0,22,20,2,43,8,2,28,77,14,12,0,2,10,17,2
551,0,6,10,3,0,3,0,1,1,3,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,2,2,2,4,2,2,2,2,0,0,0,0,2,0,0,0,0,0,88,0,21,0,3,5,12,1,41,0,34,0,0,15,96,15,4,67,7,7,14,0,7,13,12,0,0,6,1,42,92,36,4,65,9,14,5,30,0,0,0,2,6,3,1,5,2,1,8,21,3,3,6,0,7,20,7,0,13,1,43,73,4,0,2,0,4,22,0,0,3,3,0,3,5,0,12,0,23,1,0,0,5,9,3,30,0,0,23,0,3,0,36,1,59,0,6,0,2,6,2,16,4,21,26,95,0,75,57,0,2,23,0,6,41,58,8,0,11,2,0,11,3,5,50,117,1,31,4,26,2,12,1,0,0,2,0,8,0,7,15,17,3,0,4,8,0,0,4,9,3,103,10,0,3,4,30,1,13,22,11,16,7,13,13,7,17,2,145,5,0,4,5,9,22,5,4,19,2,7,5,0,45,31,0,4,3,2,8,9,2,8,119,5,3,0,15,10,5,10
552,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,3,0,1,2,0,1,0,0,2,0,0,0,2,0,1,0,2,0,3,0,4,2,5,3,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,4,3,2,0,1,0,0,2,0,0,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,1,0,1,2,1,0,0,0,0,0,3,0,1,2,2,0,2,5,5,1,0,2,0,35,0,0,3,7,17,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,9,0,0,0,0,1,0,1,0,1,3,1,0,2,1,0,3,9,1,1,4,2,1,0,0,0,2,2,1,0,2,5,3,1,0,0,0,0,0,1,4,8,1,0,0,1,1,1,1
553,0,0,0,0,0,0,2,6,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,1,0,1,3,4,0,2,1,2,0,0,0,1,6,0,0,0,3,2,0,8,0,5,2,4,6,4,9,1,9,0,1,1,4,0,0,0,1,0,0,0,1,5,0,3,2,0,1,0,0,1,3,0,0,1,4,2,5,1,1,4,0,2,3,0,8,3,0,4,1,1,3,0,6,4,0,0,0,1,0,0,8,0,3,0,2,4,0,5,0,12,0,0,3,0,1,5,3,0,7,0,2,2,14,0,3,0,1,2,2,6,15,1,0,6,0,2,0,0,5,5,15,1,20,1,5,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,27,0,0,0,0,1,0,4,1,1,8,1,0,0,0,1,1,18,1,3,1,0,2,1,3,0,1,0,0,0,2,4,2,3,1,3,1,3,1,0,2,10,4,6,0,0,0,1,0
554,0,5,4,4,0,1,5,3,16,2,0,35,2,0,0,1,0,0,7,3,40,19,0,0,1,2,1,3,1,3,0,0,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,59,3,5,0,6,1,7,5,49,6,9,0,7,14,12,9,7,24,3,3,8,6,7,18,5,0,1,4,2,52,39,32,2,44,2,8,24,14,68,65,116,1,0,4,2,2,3,0,3,7,0,1,1,0,0,5,1,4,7,2,10,22,1,5,1,1,12,6,1,0,2,4,0,4,1,84,10,7,14,0,0,0,8,3,0,25,2,2,4,7,6,0,15,0,64,2,5,2,0,10,10,3,4,18,11,12,3,22,23,2,8,10,1,2,8,84,3,0,19,11,0,5,1,17,32,116,6,33,0,0,0,7,13,0,0,14,17,0,0,4,0,0,0,0,2,3,0,2,3,4,1,115,28,2,1,7,32,3,19,3,5,22,7,5,0,12,5,11,146,1,4,1,5,4,1,6,0,9,2,1,1,0,61,30,2,6,27,1,9,1,0,5,25,11,11,1,7,9,5,0
555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
560,7,5,0,0,0,1,0,2,0,1,1,6,2,0,0,0,0,0,0,8,23,1,0,1,0,0,1,1,0,2,0,0,7,8,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,2,9,0,11,0,0,2,4,1,2,0,0,0,0,1,0,0,0,5,0,0,3,0,0,0,7,1,0,2,0,4,6,3,0,11,1,2,0,7,0,1,0,0,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,5,4,0,1,1,0,0,3,0,0,0,1,0,8,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,1,0,0,9,3,12,1,2,0,1,0,0,0,0,3,0,0,2,5,6,2,0,10,0,3,8,2,1,0,0,0,0,0,4,1,5,8,1,7,0,0,0,3,2,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,1,1,1,0,7,0,0,4,0,0,1,6,0,0,2,0,1,1,3,2,2,2,0,1,0,3,2,2,0,1,1,0,0,0,0,21,0,2,2,0,0,0,2
561,0,0,0,2,0,0,1,0,2,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,3,3,2,1,1,1,0,0,0,0,2,0,4,2,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,3,0,0,5,0,0,0,0,0,2,0,2,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,14,0,0,1,0,0,2,2,0,4,1,0,0,1,1,2,0,2,0,0,2,5,2,0,0,1,0,0,0,0,0,4,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,1,0,0,0,3,3,1,1,0,0,3,0,1,1,4,0,1,0,0,1,2,0
562,0,6,1,4,1,3,2,1,3,5,3,6,2,0,0,22,8,5,20,82,55,12,0,5,5,3,3,5,3,1,3,1,3,2,2,5,1,0,0,2,0,0,0,1,1,1,0,0,0,1,158,4,19,0,16,33,26,3,80,0,28,3,0,22,0,0,4,100,5,12,35,0,6,4,49,9,0,31,0,112,75,157,10,45,7,19,6,77,0,3,0,18,31,3,0,17,9,5,18,44,2,13,9,0,2,35,18,0,25,0,88,26,55,23,15,10,8,15,1,3,2,4,12,102,26,0,3,0,22,0,0,0,24,23,13,19,0,0,54,0,23,0,96,4,138,0,19,0,1,19,14,8,1,30,2,5,6,102,15,16,22,49,0,33,99,91,5,0,39,10,0,1,13,16,115,189,4,94,9,48,14,50,12,0,8,2,0,1,1,159,0,5,5,0,6,13,0,2,7,9,8,165,41,0,0,12,71,5,48,17,2,33,6,18,34,10,18,15,225,6,0,25,23,8,16,28,176,22,11,5,2,0,45,44,7,1,7,22,36,3,86,33,131,10,21,123,2,12,4,14
567,0,0,0,1,1,3,0,2,0,0,0,5,0,2,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,0,1,0,0,0,0,2,0,0,8,0,0,0,3,2,5,0,0,0,0,0,0,1,0,1,0,2,8,9,8,0,6,2,0,0,8,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,1,1,0,0,2,2,4,3,1,2,3,4,0,1,0,6,0,0,1,1,4,0,2,2,4,1,0,0,0,0,0,3,4,1,0,0,2,0,1,0,9,0,1,0,4,0,1,1,0,3,3,1,1,8,3,9,1,4,2,2,0,2,1,0,0,0,0,0,3,1,0,15,0,12,0,4,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,6,0,0,1,2,0,10,0,0,0,1,11,0,0,0,1,0,2,0,3,2,0,3,22,8,6,1,0,0,1,3,0,1,0,0,0,0,2,3,8,3,1,0,1,2,0,0,3,3,1,0,0,1,1,0
568,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,1,0,3,0,3,1,0,3,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,12,1,0,1,2,1,1,0,5,2,3,2,0,0,0,1,0,1,1,0,0,3,0,0,1,0,0,0,0,3,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,6,0,0,0,9,2,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0
569,0,1,0,12,0,0,0,3,1,0,14,6,0,15,10,3,0,14,21,14,0,0,0,0,2,1,0,0,0,0,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1,4,3,3,1,3,10,0,3,3,7,0,0,15,2,20,2,3,4,17,2,4,7,0,1,3,4,50,49,16,2,52,0,3,1,11,0,13,0,1,0,0,0,1,1,6,3,10,0,12,6,0,0,1,3,39,10,4,6,42,3,1,3,9,0,6,0,21,4,2,7,1,1,0,6,15,4,11,0,0,2,0,5,7,1,3,0,5,5,0,6,0,39,16,0,10,32,2,5,5,3,9,3,0,4,26,0,10,17,10,4,8,36,28,10,0,0,3,0,1,0,0,13,29,0,17,3,11,1,0,0,0,1,9,0,0,0,0,0,0,1,0,5,2,0,0,0,2,0,55,4,0,0,2,7,0,9,0,5,5,12,4,3,5,1,2,79,3,14,4,2,2,6,5,0,1,4,3,0,1,18,11,6,0,10,1,3,2,0,8,25,4,5,0,2,0,4,5
571,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,0,1,4,1,1,1,1,1,1,2,0,0,1,0,0,0,0,0,2,9,4,11,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,6,7,5,0,10,13,0,18,0,20,1,0,9,0,9,0,20,3,6,7,2,10,4,7,11,0,0,0,17,27,21,2,15,0,5,2,17,0,0,0,7,0,1,0,9,3,7,2,4,0,1,4,1,0,1,5,3,0,0,8,5,0,4,3,2,1,8,0,1,0,1,0,3,4,0,7,0,12,0,0,0,18,1,0,14,0,0,7,18,9,1,8,0,45,1,3,1,8,5,2,7,4,11,28,3,4,7,15,2,2,2,1,3,15,69,2,0,10,3,6,9,8,0,17,62,4,16,1,0,38,7,4,0,0,10,0,2,0,1,0,0,0,0,4,3,1,11,0,2,0,93,9,1,1,2,32,1,7,0,0,13,0,6,2,4,3,2,78,1,1,4,2,1,0,8,2,3,5,0,9,0,29,27,0,1,11,4,12,0,0,2,22,3,7,0,1,4,3,1
573,12,65,2,77,72,34,22,40,41,26,32,46,80,10,58,32,130,256,854,311,0,0,0,36,34,39,27,51,42,72,82,62,39,38,11,5,6,5,7,6,7,5,3,5,6,2,4,4,3,4,222,0,50,0,12,203,22,13,139,227,53,0,22,26,1,2,7,163,0,45,21,2,3,19,54,2,2,50,11,107,227,87,6,331,3,11,23,186,39,3,0,5,5,2,116,13,4,16,0,89,17,9,10,3,7,4,5,3,23,11,44,30,2,25,2,610,27,97,11,0,11,19,1,29,15,0,2,0,21,0,0,0,16,6,0,26,27,4,59,0,27,0,72,17,212,6,7,12,46,10,10,15,39,116,2,1,5,124,27,29,3,46,0,0,526,175,11,142,168,7,4,3,2,0,167,374,5,134,7,100,16,26,52,71,8,1,11,4,0,16,0,1,18,0,1,2,5,10,20,19,0,264,67,295,156,4,139,5,94,19,2,193,0,9,88,9,20,29,320,0,5,25,29,15,135,7,22,39,16,190,3,33,107,41,555,44,3,4,96,112,2,85,176,44,57,5,83,8,7,11
574,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,1,4,0,0,0,1,0,0,1,0,0,1,3,0,1,3,1,0,1,1,0,1,0,2,4,6,6,0,3,0,0,2,4,0,1,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,1,2,6,0,2,1,0,0,0,0,6,0,0,2,2,0,0,1,2,1,1,0,0,0,0,6,0,2,3,1,0,1,0,3,0,10,0,0,1,0,0,1,1,0,4,0,1,0,4,0,1,1,0,0,0,3,2,0,0,0,0,6,6,0,3,3,7,0,4,0,0,0,3,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,15,0,4,0,1,1,0,2,0,0,0,0,0,0,2,2,1,0,4,0,1,0,0,3,13,0,1,0,0,0,0,0
575,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,5,14,4,19,11,10,12,12,11,5,5,15,12,11,10,32,32,24,84,106,94,15,4,6,7,6,4,17,7,4,2,4,9,7,3,8,2,8,0,3,1,0,5,1,1,0,0,0,2,3,213,8,31,56,10,43,36,39,151,174,63,0,3,25,10,22,16,168,4,37,53,35,20,22,73,22,2,123,38,123,198,199,5,122,21,16,17,191,151,3,246,17,25,5,94,21,39,39,10,49,2,23,31,0,5,14,19,3,20,31,49,123,17,18,30,43,24,17,0,16,3,29,1,13,7,4,18,37,103,0,18,2,24,26,50,75,4,1,78,11,47,0,68,6,251,15,27,6,29,58,37,31,16,141,101,28,9,137,71,62,41,45,11,13,287,224,19,55,40,8,0,19,33,2,177,499,10,105,4,11,31,119,8,5,7,4,159,6,0,15,0,1,3,0,22,17,0,8,11,18,1,362,61,315,152,14,135,6,78,27,39,75,0,31,62,28,38,68,556,23,3,29,16,18,17,21,23,36,12,10,20,7,222,145,46,3,28,11,38,47,12,23,255,61,47,3,46,21,9,30
577,0,1,0,1,0,6,0,2,0,1,1,1,0,0,0,0,4,0,3,20,7,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,4,0,18,0,13,0,13,9,0,8,1,15,12,0,4,0,4,2,1,0,0,3,3,15,22,11,3,6,0,6,2,1,0,0,0,0,0,45,0,3,0,0,0,10,0,0,0,0,0,6,0,6,0,3,19,5,0,0,0,0,0,0,3,0,1,17,0,0,0,0,2,0,2,1,0,0,0,0,2,2,1,9,1,0,1,0,0,0,21,0,0,12,15,0,0,2,1,8,1,3,1,25,0,0,0,0,0,0,17,3,0,0,6,10,0,12,1,26,2,28,18,21,3,0,0,1,0,0,0,0,0,7,4,0,0,0,4,0,1,0,0,0,2,0,2,10,3,0,0,0,8,0,1,0,4,17,0,3,0,2,0,2,28,0,0,1,3,0,0,0,0,2,0,0,0,2,4,5,0,19,0,0,0,1,0,0,29,0,1,0,0,0,1,0
